Var6,Var7,Var13,Var21,Var22,Var24,Var25,Var28,Var35,Var38,Var44,Var51,Var57,Var65,Var72,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var94,Var109,Var112,Var113,Var119,Var123,Var125,Var126,Var132,Var133,Var134,Var140,Var143,Var144,Var149,Var153,Var160,Var163,Var173,Var181,Var189,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var210,Var211,Var212,Var214,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var225,Var226,Var227,Var228,Var229,churn
2730.0,7.0,360.0,496.0,620.0,18.0,136.0,176.56,0.0,917550.0,0.0,43963.10076254189,1.3565479999999999,9.0,3.0,148,63.0,469728.0,0.0,21662.04,5.0,34.0,185184.0,184.0,168.0,-1385232.0,1485.0,18.0,14166.0,-20.0,0.0,479825.0,121792.0,2785.0,0.0,36.0,66129.0,1515856.0,130.0,57330.0,0.0,0.0,156.0,NESt0G8EIb,2Knk1KF,SEuy,taul,1K8T,2Ix5,RZHR5DT,DKUDUftgA7,jEcjC0I,smXZ,jVc9,9_Y1,k13i,VpdQ,haYg,me75fM6ugJ,kIsH,uKAI,Mtgm,XfqtO3UdzaXh_,rlqOZ9L,XTbPUYD,myDa,UYBR,FzaX,rLf8iqZ,oslk,bIUTy9x,LM8l689qOp,kG3k,fKCe,RAYp,55YFVY9,mj86,-1
560.0,7.0,100.0,120.0,150.0,4.0,64.0,265.04,5.0,0.0,0.0,43963.10076254189,0.4323862,9.0,3.0,58,35.0,2764800.0,0.0,159430.5,0.0,8.0,355593.0,32.0,32.0,-1331.856,475.0,0.0,16830.0,32.0,8.0,5951350.0,1382400.0,155.0,0.0,9.0,1209600.0,10290680.0,28.0,2073600.0,0.0,0.0,384.0,_v2rjIKQ76,RO12,no_value,taul,1K8T,YVv3,QDYng1z,JYUDibr,no_value,no_value,1aTj,9_Y1,7WNq,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,no_value,TDceha3,ULYV,cJvF,FzaX,CWez3cs,oslk,_8W0zM1,LM8l689qOp,no_value,WqMG,RAYp,F2FyR07IdsN7I,am7c,-1
1057.0,7.0,136.0,144.0,180.0,0.0,16.0,166.56,0.0,4836570.0,0.0,43963.10076254189,4.219825,9.0,4.182840048950732,64,42.0,1675560.0,0.0,123601.8,25.0,2.0,98067.04908670625,32.0,32.0,-21768.44,615.0,60.0,4149.0,38.0,0.0,4736740.0,120376.0,175.0,0.0,0.0,0.0,9839040.0,28.0,143952.0,0.0,0.0,390.0,FAJWq69cTy,RO12,SEuy,taul,1K8T,ssAy,0Vr7wZ4,XpZBOej,a4xB6jF,smXZ,D1Er,9_Y1,Px52,VpdQ,IYzP,Kxdu,kIsH,uKAI,L84s,FMSzZ91zL2,gVMQ4SR,TDcEYQ6,WxAt,UYBR,FzaX,XbZitea,zCkv,DHPNgqU,LM8l689qOp,kG3k,PM2D,6fzt,JnGLH58smNxIYcGK39k,am7c,-1
770.0,7.0,12.0,156.0,195.0,0.0,16.0,234.72,0.0,1620174.0,0.0,43963.10076254189,0.6393933,9.0,3.0,30,0.0,6220800.0,0.0,195904.5,0.0,4.0,1050.0,48.0,72.0,93099.2,570.0,36.0,20115.0,-20.0,0.0,7580400.0,33748.0,380.0,0.0,18.0,0.0,10331840.0,40.0,14232.0,0.0,0.0,180.0,crIgUHSK8h,RO12,no_value,taul,1K8T,0Xwj,OKQ4Lhq,ThroCvv,no_value,no_value,85IW,HLqf,RVjC,09_Q,zm5i,me75fM6ugJ,sBgB,uKAI,Mtgm,NhsEn4L,no_value,NGZ7K5L,ETNp,UYBR,FzaX,K9B4K41,oslk,L8yRgaQ,LM8l689qOp,no_value,FSa2,RAYp,F2FyR07IdsN7I,no_value,-1
840.0,7.0,988.0,180.0,225.0,0.0,16.0,186.64,0.0,10468020.0,0.0,43963.10076254189,3.356761,27.0,3.0,76,7.0,691200.0,0.0,92912.7,45.0,6.0,1419.0,32.0,8.0,248741.6,305.0,126.0,15498.0,-0.569915547556417,0.0,626200.0,728.0,20.0,0.0,18.0,0.0,10747640.0,18.0,420720.0,0.0,0.0,150.0,DHegUHXZeb,RO12,SEuy,taul,1K8T,pE9z,PFW3ud5,RDP4,bTbj8Zj,smXZ,1qtb,9_Y1,STGZ,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,jtYhhqb,mAja5EA,s9FI,UYBR,qxDb,OVz6pd1,oslk,AT9E4Qn,LM8l689qOp,kG3k,453m,RAYp,F2FyR07IdsN7I,no_value,-1
1078.0,0.0,2736.0,380.0,475.0,2.0,88.0,166.56,0.0,0.0,0.0,43963.10076254189,0.5949583,27.0,3.0,132,420.0,224344.0,0.0,8836.47,0.0,4.0,4812.0,8.0,56.0,-1461768.0,1460.0,0.0,29862.0,-30.0,0.0,1433830.0,39652.0,0.0,0.0,9.0,85120.0,1344900.0,150.0,9540.0,0.0,0.0,396.0,S8dr4RQxul,2Knk1KF,SEuy,I9xt3GBDKUbd8,1K8T,JLbT,kJ1JA2C,7aPrx0x,tkF1jmy,smXZ,P9KQ,9_Y1,RVjC,09_Q,sYC_,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,XHaRWnH,beK4AFX,4a9J,UYBR,FzaX,MMTv4zN,oslk,GfSQowC,LM8l689qOp,kG3k,FSa2,RAYp,55YFVY9,am7c,-1
245.0,0.0,0.0,0.0,0.0,4.5086005148607535,0.0,166.56,0.0,0.0,0.0,43963.10076254189,1.131809,9.0,3.0,30,0.0,0.0,0.0,89695.2,0.0,0.0,11679.0,60.84600982915984,0.0,-976.8560000000001,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,298170.16010414227,0.0,0.0,0.0,0.0,0.0,276.0,py5gUH7ejg,RO12,no_value,taul,1K8T,JLbT,w7C4iqB,lGXpFd_2Rf,no_value,no_value,HS4S,9_Y1,bJXB,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,no_value,mAjbk_S,FCENcIh,cJvF,FzaX,ifWOhQy,oslk,FNJQZmh,LM8l689qOp,no_value,w_Ub,RAYp,F2FyR07IdsN7I,no_value,-1
1204.0,21.0,9536.0,76.0,95.0,2.0,24.0,366.56,0.0,6519960.0,0.0,43963.10076254189,2.3531299999999997,27.0,9.0,78,56.0,3718192.0,0.0,116748.9,15.0,2.0,864957.0,16.0,8.0,153410.0,445.0,30.0,17217.0,-30.0,0.0,1316685.0,489780.0,9930.0,0.0,18.0,3253418.0,10454560.0,12.0,876138.0,0.0,0.0,180.0,1GdOj1KXzC,RO12,no_value,taul,1K8T,JLbT,A_yBboK,HKFGqS8,no_value,no_value,rvR3,9_Y1,jdbz,09_Q,sYC_,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,no_value,beK4AFX,NwRz,UYBR,FzaX,3Jmmfvd,oslk,JD1lw9w,LM8l689qOp,no_value,kwS7,RAYp,F2FyR07IdsN7I,am7c,-1
553.0,7.0,472.0,148.0,185.0,6.0,16.0,166.56,0.0,0.0,0.0,43963.10076254189,0.6137577,18.0,3.0,154,0.0,204112.0,0.0,11777.07,0.0,10.0,1269.0,32.0,224.0,-193901.2,345.0,0.0,9612.0,4.0,0.0,10375.0,5416.0,30.0,0.0,36.0,16639.0,137916.0,4.0,25092.0,0.0,0.0,270.5855227882038,CEaBcmz45j,g62hiBSaKg,no_value,taul,1K8T,YPhp,fhk21Ss,lGX0Z38RhO,jCrnXVM,no_value,u2ld,9_Y1,rzbc,sJzTlal,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,uKAI,L84s,XfqtO3UdzaXh_,IQBTDUf,XTbPUYD,spJV,cJvF,FzaX,4UxGlow,oslk,catzS2D,LM8l689qOp,ELof,Qcbd,ZI9m,ib5G6X1eUxUn6,am7c,-1
609.0,0.0,0.0,124.0,155.0,0.0,8.0,186.64,0.0,5184000.0,0.0,43963.10076254189,3.623158,9.0,3.0,28,0.0,2764800.0,0.0,208042.5,25.0,0.0,26850.0,32.0,32.0,69604.4,480.0,60.0,0.0,4.0,0.0,4752010.0,66982.0,0.0,0.0,18.0,0.0,10501960.0,22.0,0.0,0.0,0.0,138.0,dTGmfo8zhV,RO12,no_value,taul,1K8T,tXti,AKG5V1L,VxuoaY5mnT,no_value,no_value,WXWN,9_Y1,iZJp,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,no_value,mAja5EA,i0SH,UYBR,FzaX,R4h87dl,oslk,kPEzrB7,LM8l689qOp,no_value,3Cy4,RAYp,F2FyR07IdsN7I,no_value,1
630.0,7.0,68.0,32.0,40.0,0.0,32.0,66.88,0.0,0.0,0.0,1807.28,5.8096559999999995,27.0,3.0,170,7.0,0.0,0.0,4314.06,0.0,0.0,19530.0,0.0,0.0,-1333460.0,200.0,0.0,50697.0,-22.0,0.0,33585.0,13676.0,235.0,0.0,27.0,0.0,54220.0,8.0,0.0,0.0,0.0,270.5855227882038,xddq9ayfAo,2Knk1KF,no_value,taul,1K8T,TyGl,QWnuYde,PAsv0xf,Fj8BL38,no_value,aHaU,9_Y1,vm5R,09_Q,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,uKAI,Mtgm,XfqtO3UdzaXh_,vrVXi5S,_JdcICD,3tN3,cJvF,AU8_WTd,UGo0nTz,oslk,QdiO_7b,jySVZNlOJy,ELof,7P5s,RAYp,TCU50_Yjmm6GIBZ0lL_,am7c,-1
1319.9153943483761,6.792125984251968,1244.979977502812,233.87622662730212,289.2202089817697,4.5086005148607535,96.22810137839039,224.30364113493928,0.7100377945753669,2574736.7712872387,0.1675744775455758,43963.10076254189,2.6154669999999998,14.827474690663667,4.182840048950732,10,101.32972440944881,1488971.8359270787,0.5299855491329479,103291.11437697458,19.845347932414406,8.457647843485994,98067.04908670625,60.84600982915984,66.21898621609604,-679916.0,909.6032616336286,59.77223210315696,28051.4174071991,-28.0,3.501111605157848,2285474.605380169,438029.79468652734,1379.299071991001,0.05835927078701645,11.710754955714888,298170.16010414227,6186848.683414851,38.756447309915515,485944.3632725656,0.0067807914628723875,0.6106325033348154,270.5855227882038,NQ5rEy7Rm6,RO12,no_value,taul,1K8T,IvdZ,HEkFPNi,Mypvvo_0ec,no_value,no_value,4PHW,9_Y1,X8zP,VpdQ,no_value,DHn_WUyBhW_whjA88g9bvA64_,kIsH,uKAI,L84s,CrNX,no_value,NGZ_12K,nGmj,cJvF,FzaX,ifWtww6,d0EEeJi,FNJQpAd,LM8l689qOp,no_value,Aoh3,02N6s8f,F2FyR07IdsN7I,no_value,-1
455.0,0.0,0.0,228.0,285.0,2.0,112.0,166.56,0.0,40602.0,0.0,43963.10076254189,2.405042,9.0,3.0,18,0.0,267624.0,0.0,19458.84,5.0,18.0,141045.0,48.0,32.0,336014.8,1010.0,30.0,0.0,4.0,0.0,1371050.0,427034.0,0.0,0.0,0.0,280553.0,2643832.0,48.0,787140.0,0.0,0.0,204.0,gOyvyx7ejg,RO12,no_value,taul,1K8T,FgS1,SHmviED,Vxu_jOIy4u,no_value,no_value,k_OA,9_Y1,RcM7,sJzTlal,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,uKAI,L84s,leSl,no_value,kZJ7V9Z,Vxmi,cJvF,FzaX,7zPJmUr,QKW8DRm,v6E0Yoz,LM8l689qOp,no_value,szEZ,vJ_w8kB,WfJ2BB2SFSqauljlfOB,no_value,-1
532.0,0.0,0.0,72.0,90.0,0.0,8.0,220.08,0.0,1730190.0,0.0,43963.10076254189,3.405896,9.0,4.182840048950732,30,0.0,2764800.0,0.0,209737.2,0.0,0.0,98067.04908670625,16.0,32.0,288654.0,455.0,24.0,1674.0,-0.569915547556417,0.0,3385410.0,48430.0,0.0,0.0,0.0,0.0,5341040.0,18.0,0.0,0.0,0.0,270.5855227882038,4e7gUH7IEC,RO12,no_value,taul,1K8T,no_value,lUpdCrr,6uerj6GG35,no_value,no_value,cHhV,no_value,m_h1,VpdQ,IYzP,me75fM6ugJ,no_value,uKAI,L84s,NhsEn4L,no_value,kZJtVhC,8JTE,UYBR,no_value,t39OtFs,oslk,G9lTL5Q,no_value,no_value,WqMG,RAYp,F2FyR07IdsN7I,no_value,-1
4935.0,14.0,7320.0,336.0,420.0,6.0,120.0,339.6,0.0,0.0,0.0,43963.10076254189,3.169836,18.0,6.0,130,203.0,2486616.0,0.0,21651.03,0.0,12.0,520461.0,80.0,128.0,117974.0,1975.0,0.0,58905.0,54.0,0.0,4198155.0,410404.0,7340.0,0.0,36.0,446096.0,5790680.0,94.0,552084.0,0.0,0.0,306.0,64nWq69R_D,2Knk1KF,SEuy,taul,1K8T,ssAy,vzvxpjZ,o64y9zI,wAxiqnH,smXZ,i0bt,9_Y1,0A_v,VpdQ,haYg,me75fM6ugJ,kIsH,uKAI,L84s,XfqtO3UdzaXh_,RHBGtLh,XTbPUYD,tunS,UYBR,FzaX,_DWjlYU,oslk,wU9Yw04,LM8l689qOp,kG3k,PM2D,RAYp,55YFVY9,mj86,-1
1813.0,7.0,164.0,200.0,250.0,2.0,40.0,220.08,0.0,9243600.0,0.0,43963.10076254189,6.271523,18.0,3.0,90,0.0,539376.0,0.0,106488.9,25.0,2.0,5520.0,40.0,64.0,175278.0,1035.0,120.0,7011.0,-22.0,0.0,974995.0,679558.0,920.0,0.0,9.0,185388.0,10640960.0,22.0,518400.0,0.0,0.0,348.0,8I1q9ayE15,RO12,SEuy,taul,1K8T,c9jp,GUg04mC,ilrY4YM,9WaiK_a,smXZ,d8PQ,9_Y1,AKLO,09_Q,haYg,me75fM6ugJ,kIsH,uKAI,Mtgm,XfqtO3UdzaXh_,ypZsreD,11p4mKe,byLP,UYBR,FzaX,6g5Ojel,oslk,UbjqFbB,LM8l689qOp,kG3k,TNEC,RAYp,F2FyR07IdsN7I,mj86,-1
2205.0,7.0,1520.0,436.0,545.0,0.0,144.0,200.0,0.0,0.0,0.0,43963.10076254189,2.492416,9.0,4.182840048950732,92,35.0,668344.0,0.0,6048.27,0.0,18.0,98067.04908670625,0.0,232.0,56784.0,1765.0,0.0,38592.0,-0.569915547556417,0.0,961370.0,96440.0,3980.0,0.0,0.0,0.0,1403100.0,106.0,160428.0,0.0,0.0,276.0,AUUt0GoOh3,RO12,SEuy,taul,1K8T,0Xwj,Gjup2Rr,NW71gM15FR,yN1K7BI,smXZ,Irkx,HLqf,C7DI,VpdQ,sYC_,me75fM6ugJ,sBgB,uKAI,L84s,NhsEn4L,FhOo4Ml,kq0aHkC,WciR,UYBR,FzaX,G4u6pd1,oslk,yUzqFbB,LM8l689qOp,kG3k,Qu4f,RAYp,F2FyR07IdsN7I,no_value,-1
1897.0,14.0,872.0,144.0,180.0,0.0,8.0,286.96,0.0,4168380.0,0.0,43963.10076254189,2.061953,18.0,3.0,118,91.0,2767072.0,0.0,85080.0,20.0,0.0,0.0,32.0,40.0,153619.2,580.0,54.0,531.0,-30.0,0.0,6055900.0,172800.0,315.0,0.0,9.0,0.0,10650680.0,34.0,0.0,0.0,0.0,270.5855227882038,1GdOj1KXzC,2Knk1KF,SEuy,taul,1K8T,X94c,d7CEEvJ,VxukhVqEU4,9JAXFhI,smXZ,weGb,9_Y1,vYXv,09_Q,sYC_,DHn_WUyBhW_whjA88g9bvA64_,kIsH,uKAI,L84s,CrNX,8KPyKuK,pMWQVqj,PBLD,UYBR,FzaX,ZoX2UkE,d0EEeJi,IKPyNj0,LM8l689qOp,kG3k,kwS7,nIGXDli,55YFVY9,am7c,-1
1442.0,7.0,432.0,88.0,110.0,0.0,24.0,0.0,5.0,3609858.0,0.0,43963.10076254189,6.222175,9.0,3.0,32,21.0,3745912.0,0.0,93585.3,0.0,4.0,53502.0,24.0,16.0,-100398.8,600.0,24.0,28872.0,-18.0,8.0,6829350.0,202828.0,150.0,0.0,18.0,0.0,10163840.0,22.0,22770.0,0.0,0.0,270.5855227882038,hSovyx7IEC,RO12,no_value,taul,1K8T,7M9D,70Ltfr0,II0S8f9,no_value,no_value,KTi9,9_Y1,YGOC,VpdQ,zm5i,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,no_value,mAjbk_S,vkt3,cJvF,FzaX,AOhTe_2,oslk,BMVYOBV,LM8l689qOp,no_value,szEZ,RAYp,F2FyR07IdsN7I,no_value,-1
455.0,0.0,0.0,148.0,185.0,2.0,32.0,246.32,0.0,7029060.0,0.0,43963.10076254189,0.5703909,9.0,3.0,22,0.0,1382400.0,0.0,169295.4,25.0,4.0,0.0,32.0,16.0,801460.0,705.0,102.0,0.0,-24.0,0.0,2233660.0,276852.0,0.0,0.0,9.0,604800.0,10137040.0,14.0,1036800.0,0.0,0.0,270.5855227882038,75lq9ayfAo,RO12,no_value,taul,1K8T,lK27,GUg04mC,VxuX5zo5nA,no_value,no_value,d8PQ,9_Y1,AKLO,sJzTlal,zm5i,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,no_value,uZLOAni,byLP,UYBR,FzaX,6g5Ojel,oslk,UbjqFbB,LM8l689qOp,no_value,TNEC,RAYp,F2FyR07IdsN7I,no_value,1
1319.9153943483761,6.792125984251968,1244.979977502812,233.87622662730212,289.2202089817697,4.5086005148607535,96.22810137839039,224.30364113493928,0.7100377945753669,2574736.7712872387,0.1675744775455758,43963.10076254189,1.112796,14.827474690663667,4.182840048950732,10,101.32972440944881,1488971.8359270787,0.5299855491329479,103291.11437697458,19.845347932414406,8.457647843485994,98067.04908670625,60.84600982915984,66.21898621609604,-322331.6,909.6032616336286,59.77223210315696,28051.4174071991,-30.0,3.501111605157848,2285474.605380169,438029.79468652734,1379.299071991001,0.05835927078701645,11.710754955714888,298170.16010414227,6186848.683414851,38.756447309915515,485944.3632725656,0.0067807914628723875,0.6106325033348154,270.5855227882038,nQZrEyXktW,RO12,no_value,taul,1K8T,TLkP,xUTqnbN,EXpWEXgaYpMJ7,no_value,no_value,NZaQ,9_Y1,H1uM,VpdQ,no_value,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,no_value,kq0l43t,0Y4H,cJvF,FzaX,LwGVino,oslk,xYH_Q4n,LM8l689qOp,no_value,Aoh3,RAYp,F2FyR07IdsN7I,no_value,-1
